Date,Close
1/22/2016,29.82
1/25/2016,29.83
1/26/2016,30.06
1/27/2016,29.17
1/28/2016,31.77
1/29/2016,29.35
2/1/2016,28.74
2/2/2016,27.61
2/3/2016,26.55
2/4/2016,26.81
2/5/2016,25.11
2/8/2016,24.41
2/9/2016,24.1
2/10/2016,24.52
2/11/2016,25.19
2/12/2016,25.35
2/16/2016,26.06
2/17/2016,26.71
2/18/2016,26.25
2/19/2016,26.75
2/22/2016,27.98
2/23/2016,27.65
2/24/2016,27.7
2/25/2016,27.76
2/26/2016,27.76
2/29/2016,27.63
3/1/2016,28.95
3/2/2016,29.01
3/3/2016,28.87
3/4/2016,28.76
3/7/2016,28.14
3/8/2016,28.01
3/9/2016,27.97
3/10/2016,27.95
3/11/2016,28.48
3/14/2016,28.67
3/15/2016,28.85
3/16/2016,28.71
3/17/2016,27.97
3/18/2016,27.6
3/21/2016,27.7
3/22/2016,28.02
3/23/2016,28.48
3/24/2016,29.15
3/28/2016,28.99
3/29/2016,29.69
3/30/2016,29.93
3/31/2016,29.68
4/1/2016,29.93
4/4/2016,29.66
4/5/2016,29.31
4/6/2016,30.1
4/7/2016,29.57
4/8/2016,29.73
4/11/2016,29.8
4/12/2016,30.16
4/13/2016,30.74
4/14/2016,31.04
4/15/2016,31.29
4/18/2016,31.77
4/19/2016,31.4
4/20/2016,31.65
4/21/2016,31.55
4/22/2016,31.03
4/25/2016,31.31
4/26/2016,30.84
4/27/2016,30.33
4/28/2016,30.1
4/29/2016,32.98
5/2/2016,34.19
5/3/2016,33.57
5/4/2016,33.55
5/5/2016,32.95
5/6/2016,33.7
5/9/2016,33.99
5/10/2016,35.15
5/11/2016,35.66
5/12/2016,35.9
5/13/2016,35.5
5/16/2016,35.53
5/17/2016,34.76
5/18/2016,34.87
5/19/2016,34.93
5/20/2016,35.14
5/23/2016,34.84
5/24/2016,35.21
5/25/2016,35.42
5/26/2016,35.75
5/27/2016,35.61
5/31/2016,36.14
6/1/2016,35.97
6/2/2016,36.41
6/3/2016,36.28
6/6/2016,36.34
6/7/2016,36.19
6/8/2016,36.33
6/9/2016,36.38
6/10/2016,35.9
6/13/2016,35.76
6/14/2016,35.97
6/15/2016,35.71
6/16/2016,35.88
6/17/2016,35.32
6/20/2016,35.7
6/21/2016,35.79
6/22/2016,35.53
6/23/2016,36.1
6/24/2016,34.95
6/27/2016,34.57
6/28/2016,35.4
6/29/2016,35.78
6/30/2016,35.78
7/1/2016,36.28
7/5/2016,36.41
7/6/2016,36.88
7/7/2016,36.83
7/8/2016,37.29
7/11/2016,37.69
7/12/2016,37.41
7/13/2016,37.13
7/14/2016,37.06
7/15/2016,36.77
7/18/2016,36.8
7/19/2016,37
7/20/2016,37.29
7/21/2016,37.22
7/22/2016,37.24
7/25/2016,36.98
7/26/2016,36.78
7/27/2016,36.83
7/28/2016,37.63
7/29/2016,37.94
8/1/2016,38.39
8/2/2016,38.03
8/3/2016,37.73
8/4/2016,38.04
8/5/2016,38.3
8/8/2016,38.33
8/9/2016,38.42
8/10/2016,38.43
8/11/2016,38.56
8/12/2016,38.63
8/15/2016,38.42
8/16/2016,38.2
8/17/2016,38.23
8/18/2016,38.22
8/19/2016,37.87
8/22/2016,37.97
8/23/2016,38.12
8/24/2016,37.86
8/25/2016,37.96
8/26/2016,38.45
8/29/2016,38.56
8/30/2016,38.38
8/31/2016,38.46
9/1/2016,38.53
9/2/2016,38.62
9/6/2016,39.44
9/7/2016,39.22
9/8/2016,39.2
9/9/2016,38.01
9/12/2016,38.57
9/13/2016,38.05
9/14/2016,38.05
9/15/2016,38.48
9/16/2016,38.93
9/19/2016,38.76
9/20/2016,39.01
9/21/2016,39.49
9/22/2016,40.24
9/23/2016,40.29
9/26/2016,39.96
9/27/2016,40.81
9/28/2016,41.44
9/29/2016,41.45
9/30/2016,41.87
10/3/2016,41.84
10/4/2016,41.7
10/5/2016,42.22
10/6/2016,42.08
10/7/2016,41.97
10/10/2016,42.09
10/11/2016,41.55
10/12/2016,41.7
10/13/2016,41.46
10/14/2016,41.15
10/17/2016,40.65
10/18/2016,40.88
10/19/2016,40.88
10/20/2016,40.52
10/21/2016,40.95
10/24/2016,41.9
10/25/2016,41.76
10/26/2016,41.13
10/27/2016,40.92
10/28/2016,38.82
10/31/2016,39.49
11/1/2016,39.27
11/2/2016,38.28
11/3/2016,38.35
11/4/2016,37.75
11/7/2016,39.25
11/8/2016,39.39
11/9/2016,38.59
11/10/2016,37.12
11/11/2016,36.95
11/14/2016,35.95
11/15/2016,37.16
11/16/2016,37.32
11/17/2016,37.82
11/18/2016,38.01
11/21/2016,39
11/22/2016,39.27
11/23/2016,39.01
11/25/2016,39.02
11/28/2016,38.34
11/29/2016,38.13
11/30/2016,37.53
12/1/2016,37.18
12/2/2016,37.02
12/5/2016,37.97
12/6/2016,38.24
12/7/2016,38.52
12/8/2016,38.37
12/9/2016,38.43
12/12/2016,38.01
12/13/2016,38.72
12/14/2016,38.44
12/15/2016,38.05
12/16/2016,37.89
12/19/2016,38.3
12/20/2016,38.56
12/21/2016,38.53
12/22/2016,38.32
12/23/2016,38.03
12/27/2016,38.57
12/28/2016,38.61
12/29/2016,38.26
12/30/2016,37.49
1/3/2017,37.68
1/4/2017,37.86
1/5/2017,39.02
1/6/2017,39.8
1/9/2017,39.85
1/10/2017,39.8
1/11/2017,39.95
1/12/2017,40.68
1/13/2017,40.86
1/17/2017,40.49
1/18/2017,40.37
1/19/2017,40.45
1/20/2017,40.42
1/23/2017,40.89
1/24/2017,41.12
1/25/2017,41.83
1/26/2017,41.96
1/27/2017,41.79
1/30/2017,41.52
1/31/2017,41.17
2/1/2017,41.62
2/2/2017,42
2/3/2017,40.51
2/6/2017,40.38
2/7/2017,40.63
2/8/2017,40.99
2/9/2017,41.07
2/10/2017,41.37
2/13/2017,41.83
2/14/2017,41.82
2/15/2017,42.14
2/16/2017,42.21
2/17/2017,42.25
2/21/2017,42.82
2/22/2017,42.78
2/23/2017,42.61
2/24/2017,42.26
2/27/2017,42.43
2/28/2017,42.25
